birthdate,playerjerseyname,def,longshots,volleys,contractvaliduntil,balance,shotpower,defensiveawareness,height,longpassing,standingtackle,crossing,nationality,status,gender,curve,slidingtackle,gkreflexes,finishing,surname,lastnameid,leaguename,aggression,gkpositioning,sprintspeed,headingaccuracy,fullNameForSearch,reactions,ranking,overall_rating,phy,penalties,strength,skillmoves,stamina,weakfootabilitytypecode,ballcontrol,gkhandling,acceleration,pac,teamid,hasphoto,dri,potential,pas,weight,preferredfoot,freekickaccuracy,vision,leagueid,sho,agility,firstname,playerjerseynameid,composure,jumping,gkkicking,preferredposition1label,defensiveworkrate,dribbling,preferredposition1,positioning,attackingworkrate,preferredposition3,iteration,preferredposition2,preferredposition2label,preferredposition4,gkdiving,firstnameid,interceptions,shortpassing,teamname,primaryKey
2/4/1993 0:00,Fernandes,76,45,43,2024,69,59,76,167,58,76,76,18,published,1,61,78,14,47,Fernandes,10944,France Division 1 Feminine (1),73,7,69,64,Charlotte Fernandes,78,243,78,68,52,62,2,76,3,79,6,63,66,116036,True,69,78,68,59,1,46,59,2218,50,58,Charlotte,10944,68,69,12,RB,0,63,3,57,0,-1,fifa-23-womens-sep30-2,-1,,-1,10,6371,80,78,FC Fleury 91,265833
3/2/1989 0:00,Harding,78,48,56,2023,70,60,82,174,65,76,79,50,published,1,64,75,14,56,Harding,13690,England Barclays WSL (1),66,8,65,73,Natasha Harding,76,243,78,74,56,76,2,81,3,77,8,68,66,116015,True,71,78,68,69,1,58,59,2216,55,72,Natasha,13690,64,50,12,RB,2,66,3,58,2,5,fifa-23-womens-sep30-2,25,ST,-1,9,24513,78,70,Aston Villa,265353
7/5/1998 0:00,Picaud,45,9,10,2024,51,56,20,180,27,11,11,18,published,1,14,10,82,9,Picaud,27054,France Division 1 Feminine (1),25,78,49,13,Constance Picaud,72,243,78,78,15,39,1,29,2,30,70,43,80,116034,True,82,83,74,62,1,13,45,2218,70,48,Constance,27054,43,59,74,GK,0,21,0,11,0,-1,fifa-23-womens-sep30-2,-1,,-1,80,7072,18,31,Paris Saint-Germain,264895
1/4/1993 0:00,Cambot,33,79,76,2024,79,82,34,166,65,31,74,18,published,1,68,27,8,83,Cambot,5672,France Division 1 Feminine (1),39,10,77,65,Sarah Cambot,82,243,78,66,72,65,3,88,3,82,5,71,74,116042,True,79,78,73,60,1,78,72,2218,81,62,Sarah,5672,82,71,8,ST,0,79,25,83,2,-1,fifa-23-womens-sep30-2,18,CAM,-1,15,30166,22,77,En Avant Guingamp,267661
6/12/2000 0:00,Olga,72,45,28,2025,70,53,76,160,60,72,78,45,published,1,55,70,6,72,Carmona Garcia,5904,International Women,45,7,80,68,Olga Carmona Garcia,81,243,78,61,71,58,2,81,2,80,10,79,80,113012,True,76,86,70,51,2,26,68,2136,60,72,Olga,25625,60,57,13,LB,0,75,7,70,2,-1,fifa-23-womens-sep30-2,27,LW,-1,8,25625,69,80,Spain Women,262457
8/17/1989 0:00,Corsie,79,31,18,2024,71,44,78,175,79,80,39,42,published,1,25,79,7,24,Corsie,7171,England Barclays WSL (1),78,5,68,79,Rachel Corsie,75,243,78,73,43,76,2,63,3,70,13,54,62,116015,True,47,78,55,69,1,41,21,2216,30,48,Rachel,7171,58,74,11,CB,0,25,5,22,0,-1,fifa-23-womens-sep30-2,-1,,-1,9,27938,78,79,Aston Villa,245875
8/1/1996 0:00,Evans,80,53,50,2023,67,63,82,170,74,78,40,50,published,1,52,79,14,45,Evans,10417,England Barclays WSL (1),79,10,50,77,Gemma Evans,76,243,78,76,51,74,2,78,3,70,11,32,42,116018,True,64,80,62,59,2,56,58,2216,51,53,Gemma,10417,80,80,10,CB,0,58,5,54,0,-1,fifa-23-womens-sep30-2,-1,,-1,10,12099,81,75,Reading,265350
5/26/1996 0:00,Musovic,29,10,15,2023,47,59,19,180,30,15,16,46,published,1,13,16,74,9,Musovic,23881,England Barclays WSL (1),22,76,26,15,Zecira Musovic,68,243,78,76,24,37,1,22,2,21,82,31,80,116010,True,74,83,78,73,1,13,48,2216,82,37,Zecira,23881,54,71,78,GK,0,14,0,7,0,-1,fifa-23-womens-sep30-2,-1,,-1,80,36709,10,28,Chelsea,243379
8/7/1998 0:00,Nilden,76,45,43,2023,70,57,79,168,73,75,68,46,published,1,65,75,11,58,Nilden,24923,International Women,68,6,79,72,Amanda Nilden,85,243,78,68,64,66,2,73,4,77,6,80,79,113008,True,74,85,72,59,2,60,57,2136,54,70,Amanda,24923,65,66,11,LB,0,74,7,45,2,-1,fifa-23-womens-sep30-2,-1,,-1,10,1662,74,84,Sweden Women,266939
9/21/2000 0:00,Talaslahti,52,12,10,2023,53,54,18,172,27,14,14,17,published,1,20,10,81,14,Talaslahti,32740,France Division 1 Feminine (1),31,79,53,9,Katriina Talaslahti,72,243,78,79,15,67,1,34,2,25,72,51,78,116036,True,81,85,72,68,1,13,37,2218,72,37,Katriina,32740,39,57,72,GK,0,16,0,8,0,-1,fifa-23-womens-sep30-2,-1,,-1,78,17645,19,28,FC Fleury 91,264978
1/2/1993 0:00,Andersson,74,44,35,2025,85,54,70,167,68,80,78,46,published,1,70,77,16,42,Andersson,1820,International Women,71,15,85,73,Jonna Andersson,65,243,78,64,58,53,3,79,3,71,16,82,84,113008,True,73,78,68,59,2,69,44,2136,45,77,Jonna,1820,75,78,15,LB,0,72,7,45,2,-1,fifa-23-womens-sep30-2,16,LM,-1,13,16564,72,75,Sweden Women,235585
5/13/1991 0:00,Beattie,80,43,49,2023,46,65,83,177,72,78,42,42,published,1,38,76,12,67,Beattie,3589,England Barclays WSL (1),75,7,36,72,Jennifer Beattie,72,243,78,80,56,89,2,68,3,70,8,51,43,116009,True,60,78,56,67,1,46,33,2216,60,38,Jennifer,3589,59,75,10,CB,0,59,5,61,2,-1,fifa-23-womens-sep30-2,-1,,-1,13,16095,83,73,Arsenal,245873
6/20/1993 0:00,Cooper,80,53,48,2024,63,63,81,173,75,80,44,14,published,1,58,80,5,35,Cooper,7094,England Barclays WSL (1),76,14,68,78,Deanna Cooper,74,243,78,71,55,72,2,66,3,73,8,54,62,116018,True,62,79,63,63,1,56,48,2216,46,51,Deanna,7094,61,74,6,CB,0,56,5,45,0,-1,fifa-23-womens-sep30-2,-1,,-1,7,8228,79,78,Reading,265346
12/17/1994 0:00,Groenen,65,66,63,2025,90,76,64,165,78,69,79,34,published,1,71,66,7,58,Groenen,12869,France Division 1 Feminine (1),58,16,79,59,Jackie Groenen,77,243,78,69,58,72,3,71,4,79,11,78,79,116034,True,82,79,79,60,1,60,88,2218,64,78,Jackie,12869,87,81,7,CM,0,85,14,76,0,18,fifa-23-womens-sep30-2,10,CDM,-1,13,15625,65,79,Paris Saint-Germain,233852
5/14/1991 0:00,Jaurena,74,65,53,2023,81,65,72,158,74,79,63,18,published,1,58,69,11,67,Jaurena,15937,France Division 1 Feminine (1),83,13,69,49,Ines Jaurena,79,243,78,69,57,60,3,74,3,79,11,65,67,116033,True,76,78,72,55,2,53,73,2218,66,72,Ines,15937,72,70,11,CDM,2,75,10,77,0,3,fifa-23-womens-sep30-2,14,CM,-1,8,15136,82,80,Olympique Lyonnais,227356
5/5/1986 0:00,Korpela,30,16,9,2023,52,58,20,176,35,12,14,17,published,1,18,16,77,13,Korpela,18553,England Barclays WSL (1),24,76,32,10,Tinja-Riikka Korpela,77,243,78,76,23,74,1,25,3,25,77,29,76,116011,True,77,78,77,69,1,12,59,2216,77,34,Tinja-Riikka,18553,57,56,77,GK,0,16,0,9,0,-1,fifa-23-womens-sep30-2,-1,,-1,76,33419,8,32,Tottenham Hotspur,265267
10/7/1996 0:00,Lemey,35,9,10,2026,50,56,10,172,25,13,12,7,published,1,14,13,82,7,Lemey,19750,International Women,25,78,38,10,Diede Lemey,71,243,78,78,19,48,1,35,3,19,74,33,78,113394,True,82,82,74,60,1,10,37,2136,74,31,Diede,19750,30,61,74,GK,0,15,0,8,0,-1,fifa-23-womens-sep30-2,-1,,-1,78,8668,11,32,Belgium Women,261804
3/14/2000 0:00,Ouchene,62,70,59,2023,83,56,62,158,80,63,69,18,published,1,67,52,6,73,Ouchene,25973,France Division 1 Feminine (1),77,10,69,51,Sonia Ouchene,73,243,78,67,68,59,3,79,3,81,11,62,66,116040,True,80,83,78,52,1,68,79,2218,68,72,Sonia,25973,75,46,14,CM,0,82,14,73,2,-1,fifa-23-womens-sep30-2,18,CAM,-1,5,31720,70,84,Stade de Reims,265903
6/17/1993 0:00,Stott,80,45,25,2024,67,51,79,172,66,84,55,198,published,1,30,82,13,25,Stott,32111,England Barclays WSL (1),78,9,55,72,Rebekah Stott,73,243,78,73,48,79,2,55,3,67,17,54,55,116013,True,64,78,55,61,1,45,30,2216,35,60,Rebekah,32111,79,78,8,CB,0,59,5,24,1,-1,fifa-23-womens-sep30-2,-1,,-1,8,28399,78,70,Brighton & Hove Albion,233342
2/25/1994 0:00,Arnold,48,15,15,2024,54,53,20,181,18,12,15,195,published,1,15,16,81,13,Arnold,2387,England Barclays WSL (1),22,77,43,8,Mackenzie Arnold,72,243,78,77,22,59,1,36,2,25,73,51,80,116014,True,81,81,71,76,1,13,50,2216,73,41,Mackenzie,2387,53,58,71,GK,0,19,0,10,0,-1,fifa-23-womens-sep30-2,-1,,-1,80,21151,20,24,West Ham United,227925
10/10/1996 0:00,Herrera,47,69,67,2024,89,74,48,159,68,45,74,72,published,1,74,39,8,68,Herrera,14105,France Division 1 Feminine (1),72,11,85,51,Melissa Herrera,75,243,78,55,64,40,3,72,4,78,7,89,87,116038,True,80,80,75,55,1,61,78,2218,69,89,Melissa,14105,77,47,11,RM,2,79,12,74,2,-1,fifa-23-womens-sep30-2,-1,,-1,12,22749,51,79,Girondins de Bordeaux,265864
1/21/1995 0:00,Kennedy,79,51,40,2023,51,63,79,176,89,80,51,195,published,1,68,76,13,56,Kennedy,17837,England Barclays WSL (1),77,16,63,78,Alanna Kennedy,74,243,78,77,60,78,2,74,4,73,10,52,58,116017,True,62,81,73,66,1,76,57,2216,56,42,Alanna,17837,81,82,10,CB,0,57,5,59,0,-1,fifa-23-womens-sep30-2,10,CDM,-1,10,1228,79,87,Manchester City,227109
5/27/2000 0:00,Lakrar,81,40,36,2027,54,61,81,172,74,84,59,18,published,1,57,82,11,41,Lakrar,19241,France Division 1 Feminine (1),72,12,76,77,Maelle Lakrar,74,243,78,72,39,71,2,72,3,73,9,65,71,116037,True,66,86,67,56,1,39,58,2218,45,61,Maelle,19241,74,86,7,CB,0,63,5,48,0,-1,fifa-23-womens-sep30-2,-1,,-1,6,22442,78,79,Montpellier HSC,265849
5/18/1997 0:00,Levasseur,75,64,68,2023,65,63,74,173,59,79,72,70,published,1,63,81,13,68,Levasseur,19879,France Division 1 Feminine (1),67,14,78,58,Marie Levasseur,74,243,78,73,57,70,3,84,4,79,10,68,74,116036,True,73,83,65,62,1,52,53,2218,66,62,Marie,19879,69,73,12,LB,0,73,7,66,2,-1,fifa-23-womens-sep30-2,-1,,-1,7,21853,75,73,FC Fleury 91,264807
2/25/1991 0:00,Mewis,71,66,43,2022,60,76,71,170,76,71,80,95,published,1,68,72,16,70,Mewis,22928,International Women,83,13,77,71,Kristie Mewis,76,243,78,77,75,73,4,82,3,83,7,76,77,113009,True,76,78,78,64,2,68,83,2136,70,68,Kristie,22928,81,66,12,CM,2,75,14,77,2,-1,fifa-23-womens-sep30-2,18,CAM,-1,17,18734,70,79,United States Women,226351
10/2/2000 0:00,Anyomi,63,69,67,2024,73,78,51,170,66,65,67,21,published,1,63,67,7,74,Anyomi,2155,International Women,64,9,81,84,Nicole Anyomi,68,278,77,74,65,72,3,84,3,85,15,80,81,113004,True,82,83,72,63,1,61,71,2136,73,80,Nicole,2155,80,84,11,RW,2,83,23,71,2,2,fifa-23-womens-sep30-2,27,LW,-1,6,24829,67,80,Germany Women,264947
6/24/1988 0:00,Cho So Hyun,64,79,18,2023,80,50,45,167,77,81,58,167,published,1,36,77,8,66,Cho,6607,England Barclays WSL (1),57,7,64,50,So Hyun Cho,72,278,77,68,54,69,3,75,4,78,8,63,64,116011,True,76,77,71,58,1,54,78,2216,63,62,So Hyun,6612,57,60,5,CM,0,80,14,76,0,-1,fifa-23-womens-sep30-2,10,CDM,-1,9,31576,65,78,Tottenham Hotspur,227649
3/12/1998 0:00,Daoudi. S,75,57,54,2023,78,65,78,162,75,79,63,18,published,1,61,76,11,58,Daoudi,7958,France Division 1 Feminine (1),81,9,68,54,Sana Daoudi,74,278,77,70,57,62,3,76,3,78,15,70,69,116042,True,75,83,72,60,1,51,76,2218,59,66,Sana,7959,78,66,12,CDM,2,75,10,56,0,-1,fifa-23-womens-sep30-2,14,CM,-1,12,29962,75,79,En Avant Guingamp,265941
5/12/1995 0:00,Declercq,74,71,55,2027,79,71,77,168,76,76,69,18,published,1,60,72,10,69,Declercq,8246,France Division 1 Feminine (1),70,13,68,51,Lea Declercq,75,278,77,75,60,72,3,86,3,76,8,60,64,116039,True,74,79,74,62,1,80,70,2218,68,69,Lea,8246,75,68,12,CDM,0,74,10,64,0,-1,fifa-23-womens-sep30-2,14,CM,-1,9,20802,77,80,Dijon FCO,265878
8/26/1995 0:00,Eikeland,46,62,65,2023,81,71,23,164,69,71,75,36,published,1,68,69,13,72,Eikeland,9762,England Barclays WSL (1),35,13,79,60,Amalie Eikeland,78,278,77,57,50,55,3,74,3,78,6,78,79,116018,True,76,77,71,54,1,54,76,2216,69,72,Amalie,9762,59,72,13,RM,0,76,12,79,0,-1,fifa-23-womens-sep30-2,25,ST,-1,6,1659,23,70,Reading,247535
10/7/1999 0:00,Goetsch,75,35,45,2027,73,59,75,171,60,77,73,18,published,1,61,76,13,38,Goetsch,12496,France Division 1 Feminine (1),63,8,78,62,Lena Goetsch,72,278,77,71,49,64,2,91,3,67,7,75,77,116039,True,65,84,65,62,1,44,53,2218,43,69,Lena,12496,65,67,11,RB,0,62,3,47,2,-1,fifa-23-womens-sep30-2,-1,,-1,14,20809,77,73,Dijon FCO,265879
11/16/2000 0:00,Hampton,30,13,11,2023,47,56,12,173,35,13,22,14,published,1,27,14,76,8,Hampton,13560,England Barclays WSL (1),25,76,31,9,Hannah Hampton,72,278,77,76,24,50,1,25,3,24,76,30,76,116015,True,76,85,75,64,1,18,45,2216,76,35,Hannah,13560,38,55,75,GK,0,19,0,7,0,-1,fifa-23-womens-sep30-2,-1,,-1,76,13628,11,31,Aston Villa,263009
1/1/2003 0:00,Julini,72,59,56,2024,75,68,72,169,76,76,60,47,published,1,64,70,9,60,Julini,16956,France Division 1 Feminine (1),69,12,76,52,Sally Julini,71,278,77,77,69,81,3,78,3,78,10,80,78,116042,True,77,85,72,64,1,58,71,2218,62,78,Sally,16956,77,68,9,CDM,0,77,10,61,0,5,fifa-23-womens-sep30-2,14,CM,-1,10,29837,78,80,En Avant Guingamp,265011
4/12/2000 0:00,Kleinherne,78,33,33,2024,80,60,78,169,61,80,37,21,published,1,35,77,13,27,Kleinherne,18290,International Women,78,9,75,76,Sophia Kleinherne,78,278,77,72,38,70,2,70,4,67,6,69,72,113004,True,68,86,55,56,1,32,50,2136,36,68,Sophia,18290,70,86,9,CB,0,65,5,33,0,-1,fifa-23-womens-sep30-2,-1,,-1,10,31750,77,71,Germany Women,257530
4/7/1994 0:00,Lee,37,76,75,2023,80,78,35,169,69,36,79,167,published,1,66,21,10,75,Lee,19612,England Barclays WSL (1),54,6,81,71,Geum Min Lee,76,278,77,68,67,70,3,74,3,78,7,78,80,116013,True,78,77,73,60,1,54,63,2216,76,80,Geum Min,19612,74,77,6,ST,2,78,25,82,0,-1,fifa-23-womens-sep30-2,18,CAM,-1,12,12210,34,82,Brighton & Hove Albion,246029
3/5/1991 0:00,Losada,65,74,65,2023,75,71,62,168,75,72,51,45,published,1,72,67,14,72,Losada Gomez,20431,England Barclays WSL (1),50,14,67,54,Maria Victoria Losada Gomez,76,278,77,68,60,75,3,68,3,80,11,66,67,116017,True,77,77,73,61,1,73,80,2216,72,76,Maria Victoria,20429,81,74,11,CM,0,76,14,78,0,-1,fifa-23-womens-sep30-2,-1,,-1,12,22112,61,82,Manchester City,227201
1/14/1993 0:00,McManus,79,23,30,2023,50,35,82,172,70,80,40,14,published,1,39,75,14,27,McManus,22603,England Barclays WSL (1),76,8,54,70,Abbie McManus,74,278,77,74,45,77,2,67,3,70,16,57,55,116020,True,56,78,53,68,1,38,26,2216,29,62,Abbie,22603,65,78,12,CB,0,44,5,28,0,-1,fifa-23-womens-sep30-2,-1,,-1,10,223,80,73,Leicester City,242829
11/26/2001 0:00,Revelli,74,45,50,2024,76,47,72,166,55,76,71,18,published,1,59,74,7,46,Revelli,28604,France Division 1 Feminine (1),73,10,79,68,Manon Revelli,72,278,77,72,47,66,3,85,3,72,11,76,78,116042,True,69,85,65,59,1,35,57,2218,47,71,Manon,28604,67,67,15,RB,0,66,3,54,2,-1,fifa-23-womens-sep30-2,7,LB,-1,6,21640,76,76,En Avant Guingamp,264885
1/31/1997 0:00,Bunny,25,77,76,2024,39,83,15,180,55,21,62,82,published,1,58,15,10,85,Shaw,30979,England Barclays WSL (1),31,7,66,85,Khadija Shaw,71,278,77,69,61,90,3,54,3,71,15,54,61,116017,True,70,82,59,70,1,55,55,2216,81,55,Khadija,5254,79,80,10,ST,1,76,25,78,0,-1,fifa-23-womens-sep30-2,-1,,-1,10,17940,21,62,Manchester City,246219
6/5/1993 0:00,Thorisdottir,77,38,31,2023,33,41,79,171,80,78,49,36,published,1,25,77,14,25,Thorisdottir,33270,England Barclays WSL (1),74,9,53,70,Maria Thorisdottir,75,278,77,80,40,88,2,69,4,74,15,41,48,116012,True,64,77,61,68,1,26,58,2216,32,44,Maria,33270,75,75,13,CB,0,63,5,28,1,-1,fifa-23-womens-sep30-2,3,RB,-1,7,21835,76,72,Manchester United,233330
10/16/2002 0:00,Bennison,58,74,57,2025,78,69,45,165,77,71,69,46,published,1,60,55,12,72,Bennison,3819,England Barclays WSL (1),60,6,74,48,Hanna Bennison,79,278,77,50,55,37,3,68,3,79,5,76,75,116016,True,79,93,75,53,1,56,80,2216,70,83,Hanna,3819,75,44,10,CM,0,79,14,77,0,-1,fifa-23-womens-sep30-2,18,CAM,-1,14,13627,62,79,Everton,263966
6/30/1988 0:00,Dowie,32,79,76,2023,78,77,45,170,46,19,29,14,published,1,39,16,15,80,Dowie,9159,England Barclays WSL (1),58,11,72,71,Natasha Dowie,76,278,77,68,75,69,3,73,3,79,14,70,71,116018,True,77,77,53,63,1,61,58,2216,79,63,Natasha,9159,77,70,7,ST,1,78,25,83,0,-1,fifa-23-womens-sep30-2,-1,,-1,14,24513,18,68,Reading,227251
3/18/1993 0:00,Iwabuchi,38,79,73,2023,90,77,15,156,79,50,32,163,published,1,56,32,13,67,Iwabuchi,15371,England Barclays WSL (1),22,14,89,48,Mana Iwabuchi,77,278,77,46,63,38,3,79,3,78,13,88,89,116009,True,81,77,69,52,1,65,83,2216,72,88,Mana,15371,81,52,11,CM,1,80,14,84,0,-1,fifa-23-womens-sep30-2,-1,,-1,7,21561,51,79,Arsenal,227018
11/26/1993 0:00,Stabile,76,75,27,2025,78,71,77,167,58,76,70,52,published,1,48,74,14,67,Stabile,32179,International Women,52,11,76,70,Eliana Stabile,75,278,77,71,75,76,3,77,3,72,10,72,74,113996,True,69,77,63,61,2,51,40,2136,66,60,Eliana,32179,60,61,13,LB,0,68,7,22,0,-1,fifa-23-womens-sep30-2,10,CDM,-1,9,9901,78,78,Argentina Women,246361
1/31/1996 0:00,Tyryshkina,75,59,56,2027,53,61,78,175,75,70,70,40,published,1,58,69,13,54,Tyryshkina,33990,France Division 1 Feminine (1),79,13,69,75,Ekaterina Tyryshkina,79,278,77,79,69,82,3,73,4,75,8,60,65,116039,True,69,80,73,67,1,67,71,2218,57,51,Ekaterina,33990,74,76,7,CDM,0,70,10,56,0,-1,fifa-23-womens-sep30-2,14,CM,-1,12,9794,80,79,Dijon FCO,265872
11/6/1989 0:00,Mjelde,78,47,60,2023,69,71,82,166,81,79,78,36,published,1,82,76,11,56,Mjelde,23357,England Barclays WSL (1),80,16,78,57,Maren Mjelde,76,278,77,70,74,67,3,63,3,73,11,56,68,116010,True,76,77,72,63,1,68,59,2216,59,84,Maren,23357,80,86,9,RB,2,76,3,74,0,-1,fifa-23-womens-sep30-2,5,CB,-1,14,21821,83,70,Chelsea,227282
2/19/1995 0:00,Prince,33,66,57,2022,94,70,15,163,65,45,67,70,published,1,67,40,14,78,Prince,27541,International Women,34,8,91,68,Nichelle Prince,72,278,77,65,63,71,3,76,3,84,7,93,92,113000,True,81,77,69,65,1,53,73,2136,72,90,Nichelle,27541,70,83,17,CAM,0,77,18,82,2,25,fifa-23-womens-sep30-2,23,RW,-1,9,24797,21,72,Canada Women,235962
3/11/1991 0:00,Schough,41,72,70,2027,61,76,44,172,65,39,78,46,published,1,74,37,11,78,Schough,30419,International Women,52,10,84,70,Olivia Schough,71,278,77,73,74,78,4,79,3,80,15,84,84,113008,True,77,77,72,60,1,54,76,2136,75,70,Olivia,30419,75,73,12,LW,0,79,27,71,0,-1,fifa-23-womens-sep30-2,8,LWB,-1,13,25669,28,72,Sweden Women,226985
2/22/1991 0:00,Spencer,40,13,12,2024,51,50,10,167,35,15,18,82,published,1,15,15,71,16,Spencer,31874,England Barclays WSL (1),22,79,42,9,Becky Spencer,76,278,77,79,24,65,1,25,3,26,76,39,78,116011,True,71,77,67,57,1,17,57,2216,76,32,Becky,31874,58,67,67,GK,0,19,0,9,0,-1,fifa-23-womens-sep30-2,-1,,-1,78,3621,11,31,Tottenham Hotspur,265254
8/11/1991 0:00,Whelan,64,74,65,2023,71,73,54,170,76,72,67,14,published,1,66,73,13,70,Whelan,35496,England Barclays WSL (1),62,10,64,60,Aileen Whelan,75,278,77,73,60,73,3,83,3,80,5,64,64,116020,True,76,77,73,63,1,55,79,2216,71,69,Aileen,35496,71,60,7,CM,0,75,14,82,2,16,fifa-23-womens-sep30-2,18,CAM,-1,14,782,63,76,Leicester City,265281
6/21/2001 0:00,Belloumou,73,47,43,2023,83,63,73,160,58,79,73,18,published,1,62,75,6,49,Belloumou,3721,France Division 1 Feminine (1),71,6,84,48,Ines Belloumou,69,278,77,70,52,65,3,80,2,71,15,78,81,116037,True,70,85,66,55,2,47,54,2218,52,70,Ines,3721,71,63,6,LWB,0,68,8,56,2,-1,fifa-23-womens-sep30-2,7,LB,-1,12,15136,75,76,Montpellier HSC,265845
1/5/1998 0:00,Fisk,79,53,50,2023,66,64,80,172,73,78,60,14,published,1,61,76,11,64,Fisk,11129,England Barclays WSL (1),77,11,58,74,Grace Fisk,77,278,77,71,50,69,2,69,3,71,15,48,54,116014,True,64,84,66,59,1,42,58,2216,60,50,Grace,11129,75,73,13,CB,0,60,5,46,0,-1,fifa-23-womens-sep30-2,3,RB,-1,7,12722,85,75,West Ham United,265301
1/25/1989 0:00,Chapman,78,40,22,2027,75,35,78,161,45,79,69,70,published,1,53,77,11,30,Chapman,6348,International Women,84,17,73,76,Allysha Chapman,73,278,77,80,53,78,2,83,3,65,16,78,75,113000,True,60,77,57,57,2,34,40,2136,35,63,Allysha,6348,67,64,12,LB,0,52,7,45,0,-1,fifa-23-womens-sep30-2,5,CB,-1,10,1521,77,68,Canada Women,227384
3/8/1994 0:00,Emslie,32,54,60,2022,70,72,42,174,68,25,72,42,published,1,63,23,8,76,Emslie,10073,International Women,32,6,76,55,Claire Emslie,73,278,77,67,54,75,4,78,4,77,7,82,79,113984,True,76,77,73,66,1,70,69,2136,69,65,Claire,10073,70,77,7,RM,0,80,12,68,0,18,fifa-23-womens-sep30-2,27,LW,-1,13,6828,22,80,Scotland Women,243403
8/8/1997 0:00,Fleury,44,67,65,2025,75,72,46,167,65,41,72,18,published,1,63,34,12,72,Fleury,11171,France Division 1 Feminine (1),44,6,81,56,Louise Fleury,74,278,77,65,60,67,3,78,3,78,11,75,78,116035,True,76,79,73,59,2,58,78,2218,70,68,Louise,11171,76,67,13,LM,0,76,16,80,2,-1,fifa-23-womens-sep30-2,-1,,-1,6,20457,42,77,Paris FC,265937
2/2/1997 0:00,George,77,53,38,2024,50,63,79,171,73,69,43,14,published,1,48,68,12,41,George,12138,England Barclays WSL (1),84,10,49,75,Gabrielle George,74,278,77,81,51,87,2,69,3,68,5,47,48,116016,True,60,83,62,70,2,45,59,2216,48,46,Gabrielle,12138,79,75,7,CB,0,56,5,42,0,-1,fifa-23-womens-sep30-2,-1,,-1,5,11707,89,74,Everton,266551
4/20/1998 0:00,Thibaud,79,40,35,2024,61,73,79,167,59,83,39,18,published,1,49,77,12,42,Thibaud,33210,France Division 1 Feminine (1),72,9,54,75,Julie Thibaud,76,278,77,74,44,77,2,68,2,71,7,47,51,116038,True,62,84,56,64,1,36,49,2218,47,47,Julie,33210,63,89,14,CB,0,57,5,31,0,-1,fifa-23-womens-sep30-2,-1,,-1,8,16952,75,72,Girondins de Bordeaux,258704
4/29/1992 0:00,Vanhaevermaet,73,78,57,2023,30,70,69,185,77,77,64,7,published,1,64,74,10,69,Vanhaevermaet,34427,England Barclays WSL (1),59,9,42,77,Justine Vanhaevermaet,73,278,77,80,67,88,3,79,4,77,8,54,47,116018,True,72,77,73,72,1,60,76,2216,71,53,Justine,34427,76,83,10,CM,0,77,14,79,0,-1,fifa-23-womens-sep30-2,-1,,-1,8,17055,72,78,Reading,261786
8/8/2001 0:00,Vilhjalmsdottir,53,70,59,2025,62,73,49,176,76,56,75,24,published,1,75,54,14,62,Vilhjalmsdottir,34788,International Women,61,11,77,67,Lea Karolina Vilhjalmsdottir,75,278,77,69,67,70,3,76,3,78,10,77,77,116428,True,75,90,76,67,1,80,74,2136,67,70,Lea Karolina,34788,68,64,14,RM,0,77,12,75,0,-1,fifa-23-womens-sep30-2,-1,,-1,9,19536,47,78,Iceland Women,264891
8/25/2000 0:00,Aleixandri,78,24,22,2025,70,38,77,170,64,79,59,45,published,1,37,80,10,25,Aleixandri Lopez,1326,England Barclays WSL (1),75,11,78,76,Laia Aleixandri Lopez,75,278,77,73,38,74,2,67,4,71,13,70,74,116017,True,52,88,58,55,2,42,31,2216,28,64,Laia,1325,57,75,11,CB,2,32,5,22,0,-1,fifa-23-womens-sep30-2,3,RB,-1,8,19213,77,75,Manchester City,253435
6/21/1990 0:00,Banini,39,70,53,2025,79,69,40,163,74,42,52,52,published,1,58,35,14,72,Banini,3245,International Women,33,7,74,60,Estefania Banini,78,278,77,58,76,59,4,75,4,82,5,74,74,113996,True,78,77,71,57,1,52,77,2136,71,72,Estefania,3245,65,65,8,CAM,0,77,18,79,0,16,fifa-23-womens-sep30-2,14,CM,-1,11,10344,25,81,Argentina Women,246356
5/26/1995 0:00,M. Cardona,26,72,58,2023,82,64,22,161,72,20,79,45,published,1,56,22,11,76,Cardona de Miguel,5816,International Women,34,15,70,59,Marta Cardona de Miguel,79,278,77,52,59,55,4,62,3,78,6,73,71,113012,True,76,77,75,54,1,55,78,2136,71,65,Marta,20907,59,49,5,RW,0,79,23,79,0,14,fifa-23-womens-sep30-2,27,LW,-1,15,21983,24,78,Spain Women,253437
10/24/1992 0:00,Larroquette,29,62,42,2025,71,60,22,173,70,27,77,52,published,1,58,25,13,77,Larroquette,19362,International Women,26,14,78,75,Mariana Larroquette,75,278,77,63,58,70,4,77,4,78,10,77,78,113996,True,75,77,72,62,1,45,74,2136,68,70,Mariana,19362,71,75,6,RM,0,76,12,74,0,-1,fifa-23-womens-sep30-2,25,ST,-1,8,21841,19,74,Argentina Women,246358
